id,city,city_tier,age_group,fd_amount_l,fd_count,days_left,last_login_days,n_signals,has_early_withdrawal,has_no_login,has_competitor_browse,has_safety_check,has_support_ticket,has_rate_compare,has_mf_browse,has_stocks_search,persona,outcome,risk_score,urgency
1217,Hyderabad,1,senior,3.38,1,30,41,3,0,1,0,1,0,1,0,0,Exiter,Churn,47,44
1218,Mysuru,3,young,1.5,1,21,13,2,0,0,0,1,0,1,0,0,Protector,Renew,18,19
1219,Mumbai,1,mid,6.36,1,13,5,0,0,0,0,0,0,0,0,0,Protector,Withdraw,0,1
1220,Bengaluru,1,mid,7.61,2,3,4,3,1,0,0,1,0,1,0,0,Exiter,Churn,62,64
1221,Chennai,1,young,5.5,2,25,6,2,0,0,0,1,0,0,1,0,Protector,Renew,2,0
1222,Ahmedabad,1,young,2.91,1,17,5,1,0,0,0,1,0,0,0,0,Protector,Renew,1,0
1223,Jaipur,2,young,2.28,1,29,9,2,1,0,0,1,0,0,0,0,Protector,Renew,27,24
1224,Delhi,1,young,3.18,1,5,1,1,0,0,0,1,0,0,0,0,Protector,Withdraw,22,18
1225,Delhi,1,mid,1.36,2,28,10,1,0,0,0,1,0,0,0,0,Protector,Renew,8,5
1226,Hyderabad,1,young,3.74,1,28,20,2,0,0,0,0,0,1,1,0,Optimizer,Upgrade,11,11
1227,Bengaluru,1,young,4.14,1,2,1,1,0,0,0,1,0,0,0,0,Protector,Renew,23,20
1228,Kochi,2,mid,3.47,1,16,27,3,1,0,0,1,0,1,0,0,Anxious Saver,Churn,39,40
1229,Kolkata,1,mid,7.03,2,27,58,3,0,1,0,1,0,0,1,0,Exiter,Churn,40,43
1230,Pune,1,mid,1.04,1,23,5,2,0,0,0,1,0,0,1,0,Protector,Renew,0,4
1231,Lucknow,2,mid,5.6,4,18,26,2,0,1,0,1,0,0,0,0,Exiter,Withdraw,27,27
1232,Kolkata,1,mid,2.2,4,14,1,1,0,0,0,1,0,0,0,0,Protector,Withdraw,10,6
1233,Hyderabad,1,mid,4.0,1,8,4,2,0,0,0,1,1,0,0,0,Anxious Saver,Churn,30,30
1234,Varanasi,3,young,0.44,2,9,10,0,0,0,0,0,0,0,0,0,Protector,Renew,9,4
1235,Mumbai,1,mid,10.8,2,15,33,2,0,1,0,0,0,0,1,0,Exiter,Churn,23,14
1236,Mysuru,3,senior,3.16,3,22,56,2,1,1,0,0,0,0,0,0,Exiter,Withdraw,60,58
1237,Kolkata,1,mid,6.11,1,24,11,2,0,0,0,1,0,1,0,0,Protector,Renew,5,7
1238,Bhopal,3,young,2.15,3,11,2,3,0,0,0,1,0,1,1,0,Optimizer,Renew,13,18
1239,Delhi,1,mid,2.85,3,9,3,2,1,0,0,0,0,0,1,0,Optimizer,Upgrade,23,21
1240,Mumbai,1,senior,3.07,1,10,18,2,0,0,1,1,0,0,0,0,Protector,Renew,39,42
1241,Ahmedabad,1,mid,5.57,1,8,11,1,0,0,0,1,0,0,0,0,Protector,Renew,14,14
1242,Bengaluru,1,mid,4.08,1,13,6,1,1,0,0,0,0,0,0,0,Exiter,Churn,31,29
1243,Hyderabad,1,young,1.95,1,5,8,1,0,0,0,1,0,0,0,0,Protector,Renew,21,22
1244,Kochi,2,mid,2.11,1,15,14,0,0,0,0,0,0,0,0,0,Protector,Renew,4,7
1245,Mumbai,1,mid,4.4,3,17,9,1,0,0,0,1,0,0,0,0,Protector,Withdraw,11,17
1246,Chennai,1,senior,8.22,1,11,1,2,0,0,0,1,1,0,0,0,Protector,Upgrade,31,26
1247,Nagpur,2,young,2.28,1,26,41,4,0,0,1,0,1,1,0,1,Optimizer,Upgrade,47,46
1248,Mumbai,1,mid,1.78,2,2,7,2,1,0,0,0,0,0,1,0,Exiter,Churn,42,41
1249,Mumbai,1,senior,10.47,2,12,2,1,0,0,0,1,0,0,0,0,Protector,Upgrade,3,2
1250,Delhi,1,mid,6.55,1,8,11,3,1,0,0,0,0,1,1,0,Optimizer,Renew,37,33
1251,Nagpur,2,young,7.17,2,26,8,2,1,0,0,0,0,0,1,0,Optimizer,Upgrade,23,17
1252,Pune,1,senior,5.24,1,24,5,1,0,0,0,0,1,0,0,0,Protector,Renew,11,7
1253,Bhopal,3,mid,1.68,3,17,2,2,1,0,0,0,0,1,0,0,Exiter,Withdraw,37,37
1254,Mumbai,1,young,3.38,2,22,15,1,0,0,0,0,0,0,0,1,Optimizer,Upgrade,0,0
1255,Coimbatore,2,senior,3.35,2,24,8,0,0,0,0,0,0,0,0,0,Protector,Withdraw,0,2
1256,Mumbai,1,mid,3.49,1,24,20,2,0,0,0,0,0,1,1,0,Optimizer,Upgrade,9,10
1257,Kolkata,1,mid,5.11,1,19,8,2,1,0,0,0,0,1,0,0,Exiter,Churn,38,37
1258,Coimbatore,2,mid,5.09,1,20,4,1,0,0,0,0,0,0,1,0,Optimizer,Upgrade,0,0
1259,Agra,3,senior,2.19,4,28,12,3,1,0,0,0,0,1,0,1,Optimizer,Upgrade,30,35
1260,Kolkata,1,mid,3.56,1,27,3,1,0,0,0,0,0,1,0,0,Protector,Renew,5,4
1261,Vadodara,2,senior,1.39,2,22,19,2,0,0,0,1,1,0,0,0,Anxious Saver,Renew,23,25
1262,Hyderabad,1,young,4.97,2,11,20,0,0,0,0,0,0,0,0,0,Anxious Saver,Withdraw,10,12
1263,Ahmedabad,1,mid,6.95,2,13,3,2,0,0,0,1,0,1,0,0,Protector,Renew,20,17
1264,Mumbai,1,mid,6.05,1,4,30,2,0,1,1,0,0,0,0,0,Exiter,Withdraw,47,50
1265,Jaipur,2,mid,1.13,4,29,5,2,0,0,0,1,0,1,0,0,Protector,Renew,13,13
1266,Lucknow,2,mid,3.01,1,6,46,2,0,1,0,0,0,1,0,0,Exiter,Churn,53,51
1267,Nagpur,2,young,3.54,1,17,6,1,0,0,0,1,0,0,0,0,Protector,Renew,8,13
1268,Allahabad,3,young,1.21,3,24,5,3,1,0,1,0,1,0,0,0,Exiter,Churn,47,50
1269,Pune,1,young,6.72,1,10,43,2,1,1,0,0,0,0,0,0,Exiter,Churn,69,72
1270,Mumbai,1,young,4.36,1,10,49,1,0,1,0,0,0,0,0,0,Exiter,Withdraw,41,40
1271,Trivandrum,3,senior,2.15,1,16,27,2,0,0,0,1,0,1,0,0,Protector,Withdraw,22,21
1272,Hyderabad,1,senior,2.36,2,22,7,2,0,0,0,1,0,1,0,0,Protector,Renew,8,6
1273,Hyderabad,1,mid,5.6,2,12,17,0,0,0,0,0,0,0,0,0,Protector,Renew,5,2
1274,Ahmedabad,1,senior,10.09,3,22,42,2,0,1,0,1,0,0,0,0,Exiter,Churn,30,28
1275,Pune,1,senior,2.34,1,13,3,3,0,0,0,1,0,0,1,1,Optimizer,Upgrade,0,0
1276,Indore,2,mid,4.71,3,3,1,3,1,0,0,1,0,1,0,0,Exiter,Churn,54,55
1277,Indore,2,young,4.68,3,10,3,3,1,0,0,0,0,1,1,0,Optimizer,Renew,33,31
1278,Vadodara,2,mid,3.18,3,15,1,1,0,0,0,1,0,0,0,0,Protector,Withdraw,6,1
1279,Mumbai,1,mid,1.79,3,20,3,4,0,0,1,1,1,1,0,0,Protector,Renew,41,42
1280,Jaipur,2,mid,1.6,1,18,1,1,0,0,0,0,0,1,0,0,Optimizer,Upgrade,1,0
1281,Bhopal,3,young,0.7,3,5,2,1,0,0,0,0,0,0,0,1,Optimizer,Renew,4,8
1282,Lucknow,2,young,4.55,1,25,11,2,0,0,1,1,0,0,0,0,Protector,Renew,23,28
1283,Pune,1,mid,9.28,1,21,8,3,0,0,0,1,0,1,0,1,Protector,Renew,11,11
1284,Agra,3,mid,0.49,2,18,15,2,0,0,0,1,0,0,0,1,Protector,Renew,10,10
1285,Delhi,1,mid,2.07,2,3,4,1,0,0,0,0,0,1,0,0,Protector,Renew,31,28
1286,Trivandrum,3,mid,2.04,3,1,55,4,1,1,0,1,0,0,1,0,Exiter,Churn,74,69
1287,Mumbai,1,mid,4.74,1,22,3,1,0,0,0,0,0,1,0,0,Protector,Renew,14,13
1288,Hyderabad,1,mid,2.56,2,8,2,2,0,0,0,1,1,0,0,0,Anxious Saver,Withdraw,19,22
1289,Hyderabad,1,mid,7.84,2,29,50,3,0,1,0,1,0,1,0,0,Exiter,Withdraw,47,47
1290,Trivandrum,3,senior,4.56,2,20,27,2,0,1,0,1,0,0,0,0,Exiter,Churn,34,32
1291,Bengaluru,1,senior,1.93,2,26,11,2,0,0,0,1,1,0,0,0,Anxious Saver,Withdraw,21,18
1292,Mumbai,1,senior,2.77,1,5,1,1,0,0,0,1,0,0,0,0,Protector,Upgrade,9,9
1293,Bengaluru,1,senior,2.44,2,6,1,1,0,0,0,1,0,0,0,0,Protector,Renew,19,22
1294,Lucknow,2,senior,3.38,3,26,1,3,0,0,0,1,0,1,1,0,Optimizer,Upgrade,4,7
1295,Mumbai,1,mid,9.75,2,19,7,1,0,0,1,0,0,0,0,0,Protector,Renew,20,12
1296,Bengaluru,1,mid,4.89,1,15,9,3,1,0,1,1,0,0,0,0,Exiter,Withdraw,44,44
1297,Bengaluru,1,senior,6.13,1,6,1,5,1,0,1,1,1,0,1,0,Exiter,Withdraw,73,70
1298,Coimbatore,2,senior,7.31,1,11,37,3,1,1,0,0,0,1,0,0,Exiter,Withdraw,70,68
1299,Delhi,1,mid,5.35,3,30,1,3,1,0,0,1,0,0,0,1,Protector,Upgrade,27,27
1300,Hyderabad,1,mid,8.85,2,20,8,1,0,0,0,0,1,0,0,0,Protector,Renew,11,5
1301,Mumbai,1,mid,18.67,1,24,37,1,0,0,0,1,0,0,0,0,Protector,Renew,27,19
1302,Coimbatore,2,mid,1.96,2,28,13,2,1,0,0,1,0,0,0,0,Protector,Upgrade,35,34
1303,Chennai,1,mid,3.12,3,2,2,2,0,0,1,0,1,0,0,0,Protector,Renew,44,46
1304,Bengaluru,1,senior,2.49,1,29,6,0,0,0,0,0,0,0,0,0,Protector,Renew,0,4
1305,Mumbai,1,mid,13.41,2,10,7,2,1,0,0,1,0,0,0,0,Protector,Renew,31,30
1306,Mumbai,1,mid,12.49,1,16,1,4,1,0,0,1,0,1,0,1,Optimizer,Renew,34,35
1307,Vadodara,2,mid,2.37,1,10,21,1,0,0,0,0,0,0,1,0,Optimizer,Withdraw,5,10
1308,Bengaluru,1,young,3.05,3,7,3,3,1,0,0,1,0,1,0,0,Exiter,Withdraw,52,54
1309,Indore,2,senior,2.38,1,6,13,5,1,0,1,1,1,0,0,1,Anxious Saver,Withdraw,63,67
1310,Ahmedabad,1,mid,1.51,1,11,11,3,1,0,0,1,0,1,0,0,Protector,Renew,44,40
1311,Nagpur,2,mid,4.28,1,20,4,4,1,0,0,1,1,1,0,0,Anxious Saver,Withdraw,47,46
1312,Chandigarh,2,mid,3.79,3,30,7,3,0,0,1,1,0,1,0,0,Protector,Renew,34,32
1313,Chennai,1,young,2.71,1,26,16,1,0,0,0,1,0,0,0,0,Anxious Saver,Withdraw,9,6
1314,Varanasi,3,mid,2.21,1,30,4,2,1,0,0,0,0,0,1,0,Exiter,Churn,18,17
1315,Agra,3,mid,1.4,1,22,6,2,0,0,0,1,0,1,0,0,Protector,Renew,11,12
1316,Bengaluru,1,mid,6.44,2,23,1,1,0,0,0,0,0,1,0,0,Protector,Renew,1,3
1317,Coimbatore,2,mid,1.05,1,7,17,1,0,0,0,0,0,0,0,1,Optimizer,Upgrade,18,21
1318,Coimbatore,2,mid,6.86,3,1,2,2,0,0,1,0,0,0,1,0,Exiter,Churn,33,40
1319,Indore,2,mid,2.24,2,3,14,2,1,0,0,0,0,1,0,0,Exiter,Churn,52,52
1320,Chennai,1,mid,6.31,1,20,3,2,0,0,1,0,0,0,1,0,Optimizer,Upgrade,14,14
1321,Agra,3,mid,2.15,2,26,59,4,0,1,1,1,1,0,0,0,Exiter,Churn,66,69
1322,Ahmedabad,1,mid,8.31,4,26,45,1,0,1,0,0,0,0,0,0,Exiter,Churn,28,31
1323,Lucknow,2,mid,1.66,1,30,47,1,0,0,0,0,0,0,1,0,Protector,Renew,9,12
1324,Lucknow,2,mid,0.95,2,29,5,2,0,0,0,0,1,1,0,0,Protector,Renew,21,20
1325,Varanasi,3,young,3.92,2,28,1,2,0,0,0,1,0,1,0,0,Protector,Renew,13,11
1326,Kochi,2,mid,5.96,2,20,9,4,1,0,0,1,0,1,1,0,Optimizer,Upgrade,32,36
1327,Kolkata,1,senior,2.07,1,24,7,1,0,0,0,0,0,0,0,1,Protector,Upgrade,0,8
1328,Indore,2,mid,3.42,2,20,24,3,0,0,0,1,1,0,0,1,Anxious Saver,Withdraw,21,22
1329,Mumbai,1,mid,4.88,2,26,4,2,1,0,0,0,0,0,0,1,Exiter,Withdraw,19,21
1330,Kochi,2,mid,1.91,1,14,15,1,0,0,0,1,0,0,0,0,Protector,Renew,18,16
1331,Patna,3,senior,1.03,1,6,13,2,1,0,1,0,0,0,0,0,Exiter,Withdraw,58,53
1332,Allahabad,3,mid,0.92,3,6,5,2,1,0,1,0,0,0,0,0,Exiter,Withdraw,61,59
1333,Delhi,1,mid,11.52,1,2,58,4,0,1,0,1,0,1,0,1,Exiter,Churn,59,55
1334,Ahmedabad,1,young,1.17,1,4,43,3,0,1,0,1,1,0,0,0,Anxious Saver,Withdraw,70,66
1335,Chandigarh,2,young,6.5,1,25,2,1,0,0,0,0,1,0,0,0,Anxious Saver,Churn,11,7
1336,Pune,1,mid,5.22,4,25,1,3,1,0,0,0,1,0,0,1,Anxious Saver,Withdraw,41,40
1337,Kolkata,1,mid,7.59,1,27,7,2,0,0,1,0,1,0,0,0,Protector,Renew,32,35
1338,Vadodara,2,mid,0.88,2,13,19,2,1,0,0,1,0,0,0,0,Anxious Saver,Withdraw,40,40
1339,Mysuru,3,young,1.22,1,8,3,1,0,0,0,1,0,0,0,0,Protector,Renew,10,6
1340,Chennai,1,senior,17.25,1,13,56,3,1,1,0,1,0,0,0,0,Exiter,Withdraw,66,67
1341,Mumbai,1,senior,6.22,1,2,2,2,1,0,0,1,0,0,0,0,Exiter,Churn,52,50
1342,Allahabad,3,senior,1.93,2,14,6,3,0,0,1,1,0,1,0,0,Protector,Renew,33,29
1343,Pune,1,mid,8.59,1,10,15,3,0,0,1,1,0,1,0,0,Protector,Renew,49,47
1344,Bhopal,3,senior,0.7,1,12,20,1,0,0,0,0,0,0,0,1,Protector,Renew,5,10
1345,Indore,2,mid,4.51,1,7,1,1,0,0,0,0,0,0,1,0,Optimizer,Upgrade,3,4
1346,Mumbai,1,young,6.22,1,5,1,0,0,0,0,0,0,0,0,0,Protector,Renew,11,19
1347,Pune,1,mid,9.03,2,23,3,1,0,0,0,0,0,1,0,0,Protector,Renew,3,3
1348,Kochi,2,mid,2.64,2,4,1,1,0,0,0,0,1,0,0,0,Protector,Withdraw,22,21
1349,Hyderabad,1,young,6.87,5,9,55,2,0,1,0,1,0,0,0,0,Exiter,Churn,46,48
1350,Indore,2,senior,0.84,3,24,39,2,0,0,0,1,0,0,1,0,Protector,Renew,14,18
1351,Surat,3,mid,3.19,1,5,32,2,0,1,0,1,0,0,0,0,Exiter,Churn,51,54
1352,Allahabad,3,senior,0.91,1,19,6,4,1,0,0,1,1,0,1,0,Anxious Saver,Renew,36,42
1353,Mumbai,1,mid,2.45,1,28,5,3,0,0,0,1,1,1,0,0,Anxious Saver,Withdraw,23,21
1354,Chennai,1,mid,6.4,1,24,5,0,0,0,0,0,0,0,0,0,Protector,Renew,0,2
1355,Delhi,1,mid,6.76,1,5,5,3,0,0,1,1,0,0,1,0,Protector,Upgrade,31,28
1356,Kolkata,1,mid,1.34,2,20,5,3,0,0,0,1,0,1,0,1,Protector,Renew,7,6
1357,Vadodara,2,mid,1.33,2,1,14,3,0,0,1,1,1,0,0,0,Anxious Saver,Withdraw,60,64
1358,Chandigarh,2,mid,2.83,3,30,10,2,0,0,0,1,0,1,0,0,Protector,Renew,17,13
1359,Mumbai,1,young,6.49,3,26,12,1,0,0,0,1,0,0,0,0,Protector,Renew,4,2
1360,Chennai,1,mid,4.43,2,25,2,2,0,0,0,1,0,0,1,0,Protector,Renew,0,0
1361,Kochi,2,mid,1.53,2,7,27,2,1,1,0,0,0,0,0,0,Exiter,Churn,67,71
1362,Ahmedabad,1,mid,7.43,1,23,7,2,0,0,1,1,0,0,0,0,Protector,Renew,19,24
1363,Mumbai,1,mid,3.6,1,25,1,0,0,0,0,0,0,0,0,0,Protector,Renew,0,0
1364,Kolkata,1,mid,3.68,1,23,9,2,1,0,0,1,0,0,0,0,Protector,Renew,28,24
1365,Patna,3,mid,2.27,1,29,11,2,0,0,0,1,0,1,0,0,Protector,Renew,11,11
1366,Trivandrum,3,mid,3.07,1,9,47,4,0,1,1,1,0,1,0,0,Exiter,Churn,74,76
1367,Trivandrum,3,senior,1.42,1,18,13,0,0,0,0,0,0,0,0,0,Protector,Withdraw,11,7
1368,Kolkata,1,senior,4.1,5,1,35,3,0,1,0,1,0,1,0,0,Exiter,Withdraw,65,60
1369,Jaipur,2,senior,2.53,1,8,3,2,0,0,1,0,1,0,0,0,Protector,Renew,34,28
1370,Jaipur,2,senior,0.86,2,17,18,2,1,0,0,1,0,0,0,0,Anxious Saver,Withdraw,32,30
1371,Kochi,2,mid,2.57,3,21,6,3,0,0,0,1,1,0,0,1,Anxious Saver,Withdraw,5,1
1372,Ahmedabad,1,mid,2.41,1,15,6,2,0,0,0,1,0,1,0,0,Protector,Renew,19,20
1373,Ahmedabad,1,mid,5.45,2,29,30,2,0,1,0,0,0,0,1,0,Exiter,Churn,25,26
1374,Chandigarh,2,senior,3.93,1,15,3,2,0,0,0,1,0,0,1,0,Protector,Upgrade,3,5
1375,Varanasi,3,young,0.91,3,10,6,3,0,0,1,1,0,1,0,0,Protector,Withdraw,41,39
1376,Kolkata,1,mid,8.35,5,27,14,3,1,0,0,1,0,0,0,1,Anxious Saver,Withdraw,28,26
1377,Bengaluru,1,mid,2.97,1,14,9,0,0,0,0,0,0,0,0,0,Protector,Renew,2,0
1378,Allahabad,3,senior,1.27,2,20,12,0,0,0,0,0,0,0,0,0,Protector,Renew,3,0
1379,Bengaluru,1,senior,9.59,1,8,19,2,1,0,0,0,0,0,1,0,Anxious Saver,Withdraw,31,30
1380,Bengaluru,1,mid,11.99,4,22,15,0,0,0,0,0,0,0,0,0,Protector,Upgrade,1,1
1381,Hyderabad,1,mid,14.08,1,30,2,1,0,0,0,0,0,1,0,0,Optimizer,Renew,15,14
1382,Ahmedabad,1,mid,3.79,5,27,23,2,0,0,0,1,0,1,0,0,Protector,Renew,18,17
1383,Jaipur,2,young,3.08,3,20,24,0,0,0,0,0,0,0,0,0,Protector,Upgrade,7,5
1384,Mysuru,3,senior,1.12,1,8,5,2,1,0,0,0,1,0,0,0,Exiter,Withdraw,51,49
1385,Indore,2,senior,4.13,2,4,10,2,1,0,0,0,1,0,0,0,Exiter,Churn,58,48
1386,Mumbai,1,senior,3.79,1,24,19,1,0,0,0,1,0,0,0,0,Protector,Renew,14,12
1387,Varanasi,3,young,0.82,3,23,3,2,1,0,0,1,0,0,0,0,Protector,Upgrade,28,25
1388,Chennai,1,mid,15.74,1,20,5,1,0,0,0,1,0,0,0,0,Protector,Renew,1,0
1389,Kolkata,1,young,2.63,1,18,4,2,0,0,0,1,0,0,1,0,Protector,Renew,0,0
1390,Kolkata,1,mid,3.26,1,30,41,2,0,1,0,0,0,0,1,0,Exiter,Churn,26,26
1391,Vadodara,2,mid,4.1,4,10,40,3,0,1,0,0,1,0,1,0,Exiter,Churn,39,29
1392,Coimbatore,2,mid,1.69,1,14,23,1,0,0,0,0,0,1,0,0,Optimizer,Upgrade,24,23
1393,Allahabad,3,young,2.88,2,11,5,2,1,0,0,1,0,0,0,0,Protector,Renew,35,39
1394,Bengaluru,1,mid,2.18,2,29,5,3,1,0,0,1,0,0,1,0,Protector,Renew,26,23
1395,Hyderabad,1,mid,3.03,3,6,24,0,0,0,0,0,0,0,0,0,Exiter,Churn,14,16
1396,Trivandrum,3,young,1.97,2,13,19,1,1,0,0,0,0,0,0,0,Exiter,Churn,39,36
1397,Chennai,1,senior,1.16,2,16,2,1,0,0,0,1,0,0,0,0,Protector,Renew,0,0
1398,Surat,3,senior,2.43,3,10,7,1,1,0,0,0,0,0,0,0,Exiter,Churn,37,38
1399,Jaipur,2,young,2.15,3,12,13,4,1,0,0,1,1,0,1,0,Anxious Saver,Withdraw,44,42
1400,Indore,2,senior,2.62,5,28,11,1,1,0,0,0,0,0,0,0,Exiter,Churn,23,22
1401,Delhi,1,mid,23.12,2,22,2,2,0,0,0,1,0,0,1,0,Protector,Renew,0,3
1402,Delhi,1,senior,2.52,3,16,1,0,0,0,0,0,0,0,0,0,Protector,Renew,0,0
1403,Pune,1,young,5.31,3,26,6,2,0,0,0,1,0,1,0,0,Protector,Renew,13,14
1404,Patna,3,senior,1.7,3,14,7,1,0,0,0,0,0,1,0,0,Protector,Renew,22,20
1405,Vadodara,2,mid,7.13,1,15,5,1,0,0,0,1,0,0,0,0,Protector,Renew,4,3
1406,Chandigarh,2,senior,3.25,1,18,1,2,0,0,0,1,0,1,0,0,Protector,Renew,13,8
1407,Agra,3,senior,0.72,1,20,23,3,0,0,1,1,0,1,0,0,Exiter,Churn,36,33
1408,Indore,2,mid,2.64,3,16,1,2,0,0,0,1,0,0,1,0,Protector,Withdraw,0,0
1409,Chennai,1,mid,4.59,1,15,3,3,0,0,1,1,0,1,0,0,Protector,Renew,29,25
1410,Mysuru,3,senior,1.37,5,16,60,5,1,0,1,1,0,1,1,0,Exiter,Churn,62,62
1411,Chennai,1,young,2.1,3,6,9,1,0,0,0,0,0,1,0,0,Protector,Renew,26,24
1412,Chandigarh,2,mid,1.03,1,3,41,4,0,1,0,1,1,1,0,0,Exiter,Churn,86,88
1413,Bengaluru,1,senior,2.17,1,6,53,5,0,1,1,1,0,1,1,0,Exiter,Churn,71,68
1414,Nagpur,2,mid,4.07,1,13,29,3,0,0,1,1,0,1,0,0,Protector,Upgrade,45,47
1415,Mumbai,1,mid,7.39,3,10,32,4,1,1,0,1,0,1,0,0,Exiter,Churn,85,86
1416,Coimbatore,2,senior,3.84,1,14,6,1,1,0,0,0,0,0,0,0,Exiter,Churn,30,32
1417,Delhi,1,mid,7.78,2,28,3,3,1,0,0,1,1,0,0,0,Anxious Saver,Withdraw,41,41
1418,Lucknow,2,young,2.95,1,15,5,1,0,0,0,1,0,0,0,0,Protector,Renew,3,2
1419,Agra,3,mid,0.54,4,29,7,3,0,0,0,1,1,1,0,0,Protector,Renew,16,16
1420,Vadodara,2,young,2.57,4,22,3,3,0,0,0,1,0,0,1,1,Optimizer,Upgrade,6,5
1421,Delhi,1,mid,3.56,3,18,1,2,1,0,0,0,0,0,0,1,Exiter,Withdraw,25,26
1422,Chandigarh,2,mid,5.92,2,9,1,2,1,0,1,0,0,0,0,0,Exiter,Churn,46,45
1423,Pune,1,senior,2.92,4,18,18,2,0,0,0,0,1,1,0,0,Anxious Saver,Churn,18,21
1424,Lucknow,2,mid,9.76,3,9,6,2,0,0,0,1,0,1,0,0,Protector,Renew,17,16
1425,Kochi,2,senior,1.63,1,24,29,2,0,0,0,1,0,1,0,0,Protector,Renew,26,32
1426,Chennai,1,senior,1.38,3,29,1,0,0,0,0,0,0,0,0,0,Protector,Renew,0,1
1427,Hyderabad,1,mid,4.91,1,16,1,2,1,0,0,1,0,0,0,0,Protector,Renew,26,25
1428,Bhopal,3,mid,1.59,1,18,1,0,0,0,0,0,0,0,0,0,Protector,Withdraw,0,3
1429,Kolkata,1,young,14.32,1,30,31,3,1,0,0,1,0,0,1,0,Exiter,Churn,37,35
1430,Chandigarh,2,senior,3.51,1,2,14,2,1,0,0,0,0,1,0,0,Exiter,Churn,52,57
1431,Nagpur,2,mid,1.55,1,30,3,1,0,0,0,1,0,0,0,0,Protector,Renew,9,15
1432,Hyderabad,1,young,5.33,1,27,3,3,1,0,1,0,1,0,0,0,Exiter,Churn,53,47
1433,Jaipur,2,young,3.97,1,20,52,2,0,1,0,0,1,0,0,0,Exiter,Withdraw,45,41
1434,Ahmedabad,1,mid,3.83,1,12,3,1,0,0,1,0,0,0,0,0,Protector,Renew,22,19
1435,Chandigarh,2,young,2.53,1,30,35,3,0,1,0,1,0,1,0,0,Exiter,Churn,53,51
1436,Bengaluru,1,mid,13.26,1,23,6,4,1,0,0,1,1,0,1,0,Anxious Saver,Withdraw,39,35
1437,Chennai,1,mid,5.14,1,29,8,2,0,0,0,1,0,1,0,0,Protector,Renew,8,8
1438,Delhi,1,mid,14.67,5,22,15,2,0,0,0,0,0,1,1,0,Optimizer,Renew,11,8
1439,Delhi,1,senior,5.96,2,27,3,2,0,0,0,1,0,1,0,0,Protector,Upgrade,9,19
1440,Kochi,2,mid,1.39,2,30,3,3,1,0,0,1,0,1,0,0,Protector,Renew,37,35
1441,Mumbai,1,mid,9.82,1,5,2,0,0,0,0,0,0,0,0,0,Protector,Renew,5,7
1442,Lucknow,2,young,3.63,4,10,3,0,0,0,0,0,0,0,0,0,Protector,Renew,10,9
1443,Bengaluru,1,senior,5.09,4,18,1,3,1,0,1,0,0,1,0,0,Exiter,Churn,51,46
1444,Ahmedabad,1,young,2.18,2,24,20,2,0,0,0,1,0,1,0,0,Protector,Upgrade,17,18
1445,Mysuru,3,mid,0.95,1,24,20,1,0,0,0,1,0,0,0,0,Protector,Renew,18,17
1446,Delhi,1,mid,2.39,2,27,24,0,0,0,0,0,0,0,0,0,Exiter,Churn,0,0
1447,Bengaluru,1,mid,1.72,2,5,10,1,0,0,0,1,0,0,0,0,Protector,Renew,19,12
1448,Pune,1,mid,4.83,1,18,22,2,0,0,1,1,0,0,0,0,Exiter,Churn,30,33
1449,Coimbatore,2,young,1.7,3,23,40,2,0,1,0,0,0,0,1,0,Exiter,Withdraw,31,36
1450,Pune,1,senior,6.98,1,9,37,3,0,1,0,0,1,0,1,0,Exiter,Churn,44,43
1451,Mumbai,1,young,9.13,1,20,30,3,0,1,0,0,1,1,0,0,Exiter,Withdraw,54,56
1452,Kolkata,1,senior,13.61,4,10,4,2,1,0,0,1,0,0,0,0,Protector,Upgrade,38,39
1453,Chennai,1,senior,1.78,5,3,10,4,1,0,0,1,0,0,1,1,Exiter,Churn,45,47
1454,Chennai,1,mid,10.84,3,4,8,3,1,0,1,1,0,0,0,0,Exiter,Churn,59,58
1455,Kochi,2,mid,5.75,1,4,36,1,0,1,0,0,0,0,0,0,Exiter,Withdraw,49,46
1456,Kochi,2,mid,1.78,2,28,10,3,1,0,0,1,0,0,1,0,Anxious Saver,Churn,21,23
1457,Ahmedabad,1,senior,7.18,1,2,4,4,0,0,0,1,1,1,1,0,Optimizer,Upgrade,44,38
1458,Pune,1,mid,2.46,2,26,26,4,0,1,0,1,1,0,1,0,Anxious Saver,Withdraw,36,36
1459,Bhopal,3,senior,0.68,3,30,1,2,1,0,0,1,0,0,0,0,Protector,Renew,23,19
1460,Coimbatore,2,mid,1.53,4,23,16,1,0,0,0,0,0,1,0,0,Protector,Renew,19,14
1461,Ahmedabad,1,senior,1.75,2,28,13,2,1,0,0,1,0,0,0,0,Protector,Renew,33,33
1462,Pune,1,young,4.61,2,25,3,1,1,0,0,0,0,0,0,0,Exiter,Churn,28,23
1463,Kolkata,1,mid,3.47,1,13,53,3,0,1,1,1,0,0,0,0,Exiter,Churn,65,60
1464,Mumbai,1,mid,4.36,2,27,1,1,0,0,0,1,0,0,0,0,Protector,Renew,3,2
1465,Pune,1,mid,13.16,2,9,9,0,0,0,0,0,0,0,0,0,Protector,Renew,5,3
1466,Surat,3,mid,0.74,4,5,8,2,0,0,1,1,0,0,0,0,Protector,Renew,36,32
